sample_id,lon,lat,domain,Th,Ce,La,Nd,P,Y,U,Zr,Ti,Fe
NURE_WA_0548,-118.43907689728861,49.08023930197769,BATHOLITH,13.82,42.72,22.61,15.45,205.8,14.73,1.73,141.94,4059.11,62969.27
NURE_WA_0549,-117.68304482479309,47.56417470625997,BACKGROUND,3.54,48.22,41.35,4.52,346.05,10.5,2.69,137.85,4081.51,7592.56
NURE_WA_0550,-118.43950949666402,48.88725039379592,BATHOLITH,6.59,12.85,33.17,29.42,713.48,3.55,4.57,68.35,5646.56,45265.3
NURE_WA_0551,-117.44345549904438,48.42588065371583,BACKGROUND,9.8,33.34,4.03,52.34,334.76,9.61,1.71,119.67,3738.1,40671.03
NURE_WA_0552,-118.34427948367654,48.20178467070335,BATHOLITH,3.1,75.31,19.7,21.95,1472.97,12.44,3.14,198.67,1351.91,21064.68
NURE_WA_0553,-118.31718608539384,48.660412256664216,BATHOLITH,3.16,64.91,12.03,13.66,375.62,21.97,2.4,108.7,15498.97,78750.97
NURE_WA_0554,-117.37003919202496,48.27867030627952,BACKGROUND,3.91,346.53,14.02,112.59,406.17,13.56,3.46,97.88,5076.44,71875.49
NURE_WA_0555,-118.78955140136281,48.89747718093066,MCC,20.36,173.09,21.45,8.87,1073.89,34.52,4.9,50.87,7320.13,111538.28
NURE_WA_0556,-119.59795431464808,48.941122982418015,MCC,3.96,67.18,46.95,64.93,760.21,74.99,1.16,39.23,7127.93,8501.98
NURE_WA_0557,-119.91365197105998,48.17475348299753,MCC,225.7,135.44,26.49,56.18,1488.81,50.22,3.09,57.83,9836.52,34381.71
NURE_WA_0558,-117.73458823297915,47.942924475576085,BACKGROUND,3.35,134.13,18.27,24.95,306.67,8.88,3.14,80.46,2403.39,21009.03
NURE_WA_0559,-118.13907134593961,48.44776052574938,BATHOLITH,10.63,213.17,33.03,18.58,306.37,13.64,4.15,182.92,6600.13,50428.53
NURE_WA_0560,-117.88776069570233,48.95978135298671,BATHOLITH,10.58,75.44,21.41,21.23,579.83,21.93,2.27,330.66,1972.85,45602.95
NURE_WA_0561,-119.36110751547326,47.83705950240907,BACKGROUND,5.67,23.37,52.87,34.1,816.85,16.95,1.79,99.17,4907.17,9869.88
NURE_WA_0562,-119.59088557323969,48.496746533701575,MCC,51.12,1513.82,147.48,68.47,2055.8,99.84,1.86,166.57,3503.53,77644.66
NURE_WA_0563,-119.95636600299635,48.51049635214803,MCC,20.38,203.8,105.36,93.22,1443.22,40.07,4.29,188.3,6994.06,28879.57
NURE_WA_0564,-118.94823732358022,48.67298083586445,MCC,7.81,132.59,10.02,23.0,663.71,20.93,1.03,152.03,6825.82,19868.31
NURE_WA_0565,-118.2302469394361,47.710508296203614,BATHOLITH,3.95,91.98,18.24,17.71,283.71,46.25,2.23,194.67,5072.35,29323.31
NURE_WA_0566,-118.8232678647008,48.645319943491344,MCC,5.81,59.38,18.38,14.69,3075.68,33.87,4.83,66.25,1927.66,17451.31
NURE_WA_0567,-118.68757523392881,48.954452033065024,MCC,7.05,48.97,14.36,25.73,685.06,27.53,4.84,84.1,7571.07,31129.91
NURE_WA_0568,-117.28752391651875,47.78749297419239,BACKGROUND,24.97,304.85,37.89,21.34,442.61,11.93,4.2,101.92,9762.58,30598.08
NURE_WA_0569,-118.95523359893009,47.8800693198782,BACKGROUND,11.49,21.55,15.54,8.48,326.13,7.56,1.3,226.07,2322.61,32192.35
NURE_WA_0570,-118.45803153252056,49.054232150466625,BATHOLITH,6.21,204.63,112.47,40.65,609.69,13.58,1.11,302.31,2532.19,43362.99
NURE_WA_0571,-117.64904096177656,47.78956312433518,BACKGROUND,3.56,109.07,42.75,83.45,396.6,7.57,1.62,115.53,3985.31,24129.6
NURE_WA_0572,-118.81037165303619,48.867016149391326,MCC,2.37,257.19,52.41,55.48,1739.92,50.62,1.77,138.18,4970.53,33785.38
NURE_WA_0573,-118.13373989931638,48.28764457031686,BATHOLITH,12.07,422.99,31.66,54.06,364.89,9.47,13.19,138.82,5285.82,41748.66
NURE_WA_0574,-117.41290887375976,47.895569719045085,BACKGROUND,7.94,90.68,9.37,44.92,451.2,22.4,0.83,145.94,1113.13,25754.44
NURE_WA_0575,-117.15143812902707,48.89319984203602,BACKGROUND,1.37,88.14,10.59,19.47,448.42,12.17,2.13,54.86,6827.98,11097.61
NURE_WA_0576,-119.55877955721289,48.21248840800426,MCC,13.29,21.05,22.48,9.21,843.65,11.7,2.18,196.0,5954.64,28682.75
NURE_WA_0577,-117.22023712451552,48.323707766287505,BACKGROUND,6.46,25.75,26.75,4.75,804.99,15.72,7.3,212.3,5281.94,28018.08
NURE_WA_0578,-118.52365112076139,48.07477339103963,MCC,16.7,47.51,98.03,24.78,617.28,31.07,1.19,181.32,2148.51,16765.73
NURE_WA_0579,-119.22526683510313,48.448721362295885,MCC,20.46,52.85,14.15,22.98,971.19,15.41,1.13,331.79,2394.42,25090.13
NURE_WA_0580,-118.62259273128521,47.76163819613603,BACKGROUND,3.98,77.1,49.83,15.35,259.19,31.29,2.03,268.6,1110.85,33446.91
NURE_WA_0581,-117.05990227414357,48.12573045864282,BACKGROUND,27.94,34.25,18.75,25.32,377.41,12.98,1.78,72.66,7627.44,38755.76
NURE_WA_0582,-118.52214571802139,49.051059715736464,MCC,13.28,15.9,47.04,33.45,1557.53,19.62,1.7,17.29,5256.57,28576.56
NURE_WA_0583,-119.01374516913748,47.9130134923218,BACKGROUND,1.63,64.02,89.58,16.97,737.8,9.52,2.05,44.02,5973.65,32793.8
NURE_WA_0584,-118.09979743704983,48.550778663266065,BATHOLITH,2.29,26.29,26.55,42.73,1168.65,14.33,1.01,117.45,10382.02,12204.08
NURE_WA_0585,-119.27956314366543,48.02030410275951,MCC,47.1,261.49,71.96,119.05,4429.07,73.17,1.93,142.65,3321.22,56551.4
NURE_WA_0586,-119.77241001567401,48.737557001098565,MCC,10.13,61.16,116.16,25.58,941.29,18.67,1.73,101.03,2896.35,64881.57
NURE_WA_0587,-119.61336083426805,47.70939785714936,BACKGROUND,28.18,47.78,60.63,25.6,577.52,11.91,0.61,146.52,7317.87,12879.42
NURE_WA_0588,-119.61586248312668,49.05171367212567,MCC,7.91,147.88,23.64,75.33,670.73,16.25,4.29,61.31,2581.49,18265.5
NURE_WA_0589,-119.54429191946312,48.22606326621382,MCC,11.04,51.5,58.37,8.02,474.18,27.28,4.84,126.93,2782.95,13139.74
NURE_WA_0590,-119.58351848205177,47.87768074135434,BACKGROUND,5.46,6.46,8.24,10.71,446.06,14.98,1.53,136.22,4135.0,24444.39
NURE_WA_0591,-118.07737576559036,47.61759479572802,BATHOLITH,13.36,101.37,9.32,19.28,842.9,27.74,2.63,90.41,4874.23,46970.82
NURE_WA_0592,-119.45435974680257,47.771612648140064,BACKGROUND,6.84,37.33,7.44,17.12,353.44,10.62,4.75,174.41,1508.73,16445.08
NURE_WA_0593,-118.96299815002841,48.33163831768963,MCC,9.35,60.29,65.9,15.72,1957.6,33.68,1.77,102.09,3061.24,9733.64
NURE_WA_0594,-117.30963477028196,48.03920508229006,BACKGROUND,4.33,20.76,56.42,34.57,1989.35,24.52,1.5,62.27,2933.62,20737.66
NURE_WA_0595,-118.57811507921139,48.826213385412174,MCC,254.63,433.41,264.34,139.22,985.66,89.7,3.89,64.11,6590.45,44352.51
NURE_WA_0596,-117.99732678443692,48.18942003785889,BATHOLITH,4.83,22.28,20.24,65.42,186.66,4.9,2.25,80.51,3875.29,50693.28
NURE_WA_0597,-119.48304038639512,47.89794283614021,BACKGROUND,1.19,252.13,9.86,8.2,948.82,12.47,2.07,134.49,7037.1,24945.6
NURE_WA_0598,-119.42313294357399,48.48743197856645,MCC,29.56,11.45,62.79,14.51,1623.36,24.62,1.48,148.61,6332.02,42843.09
NURE_WA_0599,-119.87739415120056,48.63084354701672,MCC,3.78,45.81,21.86,36.96,168.33,18.58,1.83,64.64,2556.44,26646.07
NURE_WA_0600,-119.4931948107835,47.76726705264152,BACKGROUND,3.16,22.17,35.26,10.12,456.64,36.3,3.72,169.71,2924.58,40557.64
NURE_WA_0601,-119.16422898290412,47.76819074606131,BACKGROUND,4.66,39.04,31.82,12.04,1177.42,14.12,3.02,230.65,6837.35,13740.42
NURE_WA_0602,-119.46896854716977,47.558674283093666,BACKGROUND,8.19,93.32,47.55,7.84,357.4,26.79,1.41,87.14,9245.89,29227.22
NURE_WA_0603,-119.73389239872883,48.678243224105024,MCC,6.1,43.7,58.93,12.88,885.57,36.66,4.41,149.0,2597.05,57688.31
NURE_WA_0604,-119.6380923866982,48.56208724419489,MCC,4.81,94.74,178.24,54.04,1232.41,91.02,0.97,50.44,1575.11,36901.2
NURE_WA_0605,-118.61766369590183,48.259409401199704,MCC,60.4,166.38,47.77,58.61,1623.31,18.05,9.64,137.28,4335.29,42212.74
NURE_WA_0606,-119.38099884478262,48.850672718350715,MCC,12.71,68.65,94.16,68.96,829.54,85.65,2.52,154.23,8349.26,30378.75
NURE_WA_0607,-118.90719041685577,48.78907224472009,MCC,16.39,37.11,34.95,32.45,447.04,82.38,0.98,50.1,7997.19,44572.68
NURE_WA_0608,-118.48974818743542,48.4365669830348,BATHOLITH,13.84,230.14,32.55,172.31,197.78,22.68,4.09,168.68,3445.32,25547.82
NURE_WA_0609,-117.9288155141119,48.889234048821216,BATHOLITH,15.65,106.49,75.47,8.48,453.45,9.16,1.73,180.68,4096.83,127375.97
NURE_WA_0610,-119.8820635804767,47.82934593605883,BACKGROUND,5.95,50.21,13.31,18.87,961.56,16.44,1.38,61.61,3006.25,31267.02
NURE_WA_0611,-117.60176880327288,47.679071391036366,BACKGROUND,15.28,15.06,17.34,22.33,186.12,9.72,1.47,66.18,4291.95,27455.69
NURE_WA_0612,-118.11629883152727,47.93159937842719,BATHOLITH,3.95,8.84,87.05,3.83,878.17,23.02,2.56,77.0,5099.5,53678.05
NURE_WA_0613,-119.75472290415338,47.59133896974291,BACKGROUND,12.75,99.77,28.88,12.65,864.29,20.46,1.22,83.94,6077.0,31981.01
NURE_WA_0614,-117.37926412767966,48.349871244801655,BACKGROUND,13.97,34.58,9.84,122.97,202.57,11.7,2.5,177.78,5522.33,108118.62
NURE_WA_0615,-117.23738279840455,48.99856910767194,BACKGROUND,3.29,35.02,119.86,15.33,628.25,20.84,1.23,64.05,1977.0,18362.74
NURE_WA_0616,-119.8167661204354,47.56294966506962,BACKGROUND,9.24,4.32,9.6,73.48,351.58,11.62,4.34,66.29,5892.45,57553.12
NURE_WA_0617,-119.16936705555838,47.69537586241604,BACKGROUND,8.43,13.8,13.69,189.59,391.97,80.85,5.53,137.22,4550.13,23193.11
NURE_WA_0618,-117.58139616062081,48.2235184452535,BACKGROUND,5.25,25.9,21.46,6.37,234.66,31.76,0.88,168.2,1349.69,42552.9
NURE_WA_0619,-117.75522092884903,48.99420002804465,BACKGROUND,1.13,29.1,68.5,17.91,244.71,11.79,0.94,55.14,4787.17,15653.24
NURE_WA_0620,-119.44643694193087,48.0058497679628,MCC,26.53,134.28,54.1,41.91,1004.98,27.87,2.19,32.26,3144.48,26268.11
NURE_WA_0621,-119.37195202998987,48.31157569390143,MCC,6.48,107.5,78.06,46.25,1413.95,42.84,1.82,137.69,1465.14,24251.84
NURE_WA_0622,-118.88858369162585,47.56651657448063,BACKGROUND,20.24,60.85,7.45,32.48,852.07,14.69,3.14,25.79,863.75,15611.66
NURE_WA_0623,-118.54643104442694,47.737349121539346,BACKGROUND,6.4,164.58,8.86,9.73,540.41,11.75,1.58,81.45,7999.69,55729.89
NURE_WA_0624,-118.14523568540912,49.07860819673416,BATHOLITH,11.55,364.99,69.24,51.74,319.26,10.74,1.48,98.07,3989.07,35922.59
NURE_WA_0625,-118.89325908129068,49.044189914297675,MCC,15.0,43.55,32.82,100.81,1154.52,51.34,1.64,69.35,2621.68,24015.49
NURE_WA_0626,-118.61239585160055,47.507903969495054,BACKGROUND,7.23,59.61,68.98,4.57,304.8,24.13,2.37,105.49,7776.91,17142.71
NURE_WA_0627,-117.75758718559874,49.02289885667718,BACKGROUND,3.08,22.72,4.23,22.11,385.01,10.28,1.29,101.89,2478.2,33935.71
NURE_WA_0628,-119.88995039132821,48.5225919005048,MCC,31.96,321.29,266.95,83.64,5503.71,110.09,1.45,350.42,4625.84,18887.84
NURE_WA_0629,-119.24268916696793,48.88866927123204,MCC,107.24,150.31,50.01,57.66,2570.57,105.38,2.94,108.87,8855.18,25232.52
NURE_WA_0630,-117.85995124234634,48.227583769014174,BATHOLITH,4.45,65.8,20.59,18.9,417.35,32.54,1.43,68.26,12509.07,51616.17
NURE_WA_0631,-117.3143794869384,48.3249536457268,BACKGROUND,3.53,10.17,10.25,1.45,476.86,8.19,2.22,41.79,4040.27,23843.92
NURE_WA_0632,-118.464967673653,48.28215452841107,BATHOLITH,27.04,134.68,81.38,2.83,365.76,35.16,1.03,199.98,3820.68,29012.49
NURE_WA_0633,-118.40365954420405,48.56698281207377,BATHOLITH,9.13,25.18,22.11,26.96,567.52,18.73,1.44,146.11,4139.05,12491.98
NURE_WA_0634,-119.67848396598067,47.7234420076101,BACKGROUND,2.68,21.58,15.22,33.0,363.44,17.49,2.22,66.8,3187.16,48481.19
NURE_WA_0635,-118.65776289952963,47.54795774379628,BACKGROUND,6.41,72.58,65.27,28.44,177.35,17.93,1.52,280.78,4815.0,21548.76
NURE_WA_0636,-118.40214820063493,47.9926879065459,BATHOLITH,11.09,60.65,6.62,40.62,410.88,33.93,2.0,228.57,4883.91,51509.68
NURE_WA_0637,-119.27258848909581,48.627489220378635,MCC,26.02,37.45,69.8,19.73,936.06,32.3,3.09,94.83,3926.55,27242.94
NURE_WA_0638,-119.19227030715186,47.82296552339672,BACKGROUND,5.68,56.54,14.07,51.55,1014.48,15.12,1.55,42.0,2383.78,9024.35
NURE_WA_0639,-118.86814751068613,48.577491893319866,MCC,5.46,127.34,44.66,281.94,862.01,24.76,3.86,35.35,1696.68,43367.68
NURE_WA_0640,-119.93978640666683,49.05185927377163,MCC,10.06,43.23,56.7,20.74,1099.39,16.66,1.94,316.26,3048.66,27897.7
NURE_WA_0641,-119.03376250325047,47.65024114526307,BACKGROUND,6.54,67.87,28.03,24.98,465.41,16.32,1.9,37.67,16594.07,44942.64
NURE_WA_0642,-119.36565597901037,48.5761633891602,MCC,5.94,132.12,17.51,31.14,536.87,35.61,0.89,127.63,5632.96,18973.33
NURE_WA_0643,-119.01750794346626,48.21000035088731,MCC,4.94,127.77,23.16,69.33,342.08,16.05,1.16,115.18,5249.54,35065.68
NURE_WA_0644,-119.64071360454224,48.88902760700401,MCC,1.11,95.63,87.86,371.58,819.19,21.5,2.56,89.27,7826.74,19172.07
NURE_WA_0645,-117.32841815778032,47.783439663115814,BACKGROUND,11.73,59.41,59.5,13.77,1036.59,6.13,0.87,209.14,3874.48,50009.36
NURE_WA_0646,-118.21922263933786,48.60820152356187,BATHOLITH,7.52,68.73,31.5,6.56,700.84,21.92,3.13,173.93,5394.01,23908.62
NURE_WA_0647,-117.96269304256653,48.840984463436975,BATHOLITH,7.02,57.81,59.74,33.84,1627.99,52.46,2.24,12.26,7661.25,22241.5
NURE_WA_0648,-117.63248628417799,49.011382751158436,BACKGROUND,4.06,31.69,37.67,5.4,283.04,18.67,3.03,146.86,2494.06,17446.6
NURE_WA_0649,-118.50467340321283,48.593196845263435,MCC,16.34,177.69,36.65,18.93,455.32,32.65,7.13,55.58,7099.36,20635.25
NURE_WA_0650,-119.73923913573773,48.29547962241348,MCC,27.53,84.44,63.22,54.44,804.54,57.61,2.07,47.65,2352.41,5330.16
NURE_WA_0651,-118.38868037454435,48.488555584321944,BATHOLITH,21.94,25.18,48.26,28.34,339.09,36.19,1.84,313.71,1557.89,25851.45
NURE_WA_0652,-118.23947664593736,48.89024797516595,BATHOLITH,8.78,134.0,615.19,28.92,521.46,8.4,0.75,196.9,2849.48,127185.35
NURE_WA_0653,-117.76368157744702,48.412975594622125,BACKGROUND,7.52,63.81,31.67,11.1,194.8,11.37,2.12,71.85,1891.15,19820.43
NURE_WA_0654,-118.70502136131097,47.54861929551494,BACKGROUND,3.03,88.92,6.62,47.77,383.03,12.44,1.15,126.9,15095.04,46291.4
NURE_WA_0655,-119.6172590916133,48.989517912811166,MCC,4.76,204.35,30.03,107.4,1390.01,5.21,1.23,173.72,4197.26,17012.01
NURE_WA_0656,-119.14867228260383,48.603242801650495,MCC,3.89,143.64,479.5,130.17,5830.54,84.69,3.79,307.48,4756.6,27052.67
NURE_WA_0657,-118.9107531108041,48.582421417243594,MCC,29.44,47.81,19.25,34.47,1265.47,37.27,0.97,297.01,2704.19,25909.86
NURE_WA_0658,-118.06224827600519,47.84508024383635,BATHOLITH,55.4,58.24,11.54,40.65,788.15,13.91,3.42,65.11,2935.87,9844.51
NURE_WA_0659,-118.28766508599327,48.554216752372255,BATHOLITH,35.44,250.74,33.25,79.05,470.8,13.49,2.21,96.01,3424.67,56578.83
NURE_WA_0660,-118.93170982230646,48.13018304904666,MCC,13.38,141.8,40.86,11.54,317.64,21.91,1.95,108.01,3824.52,125741.85
NURE_WA_0661,-117.04045425362106,48.541972763266386,BACKGROUND,1.08,60.61,16.54,25.76,711.2,31.46,0.93,75.57,4894.39,46009.04
NURE_WA_0662,-118.18267554192934,47.670548848492786,BATHOLITH,4.27,79.71,10.35,17.94,724.22,8.32,1.93,160.34,5349.77,15794.85
NURE_WA_0663,-119.28831962479201,48.552552487364856,MCC,13.09,73.09,81.45,17.62,939.97,11.76,0.88,158.68,3902.97,23211.19
NURE_WA_0664,-119.69465258213879,49.09906196123307,MCC,14.23,16.54,65.33,36.41,289.59,20.91,9.34,199.0,2438.01,44657.77
NURE_WA_0665,-119.541422582447,47.57713926217689,BACKGROUND,1.81,43.46,35.82,38.9,813.03,20.31,0.88,99.48,6602.72,38375.39
NURE_WA_0666,-119.26212681484648,49.06347869475411,MCC,40.49,371.83,180.53,23.72,6003.67,89.29,3.17,28.65,9692.74,15805.54
NURE_WA_0667,-119.51795588022134,48.15105273715659,MCC,67.74,31.28,91.63,17.41,740.25,22.49,2.75,123.19,1981.86,38304.39
NURE_WA_0668,-119.44029892784609,48.89320552053962,MCC,2.58,66.55,187.36,29.48,386.39,50.39,1.28,115.89,3507.72,79716.36
NURE_WA_0669,-119.14471449391846,48.751816774493236,MCC,5.41,77.12,20.17,41.23,3403.05,76.46,6.65,134.22,4177.39,17253.92
NURE_WA_0670,-119.47987921411574,48.40722601757867,MCC,10.52,182.18,18.43,42.88,445.69,38.58,3.12,41.87,1835.7,14628.44
NURE_WA_0671,-117.30970372612073,48.681518734802125,BACKGROUND,1.77,144.82,32.53,32.6,213.16,31.62,3.07,70.48,1641.16,28771.7
NURE_WA_0672,-119.75929876301507,48.90562489808216,MCC,41.45,139.87,126.42,26.77,8643.33,35.97,1.79,101.06,11144.49,14396.16
NURE_WA_0673,-118.42646583128924,48.14662451464165,BATHOLITH,16.64,101.83,15.61,31.85,344.47,31.16,1.25,96.64,2836.1,17357.27
NURE_WA_0674,-118.76880951903101,48.02325305850118,MCC,29.9,425.67,17.4,162.53,6986.77,40.67,6.13,88.93,1802.75,25333.52
NURE_WA_0675,-117.05286414927419,48.56814941690174,BACKGROUND,2.82,27.88,37.09,19.85,711.49,17.61,2.8,80.97,4387.82,17945.96
NURE_WA_0676,-119.66388329349584,48.792553507106014,MCC,27.47,180.56,24.36,28.86,774.64,14.74,0.82,202.82,2614.12,25842.79
NURE_WA_0677,-118.80643320286278,48.71965621564259,MCC,14.81,97.79,212.78,39.26,4316.14,94.12,1.65,122.87,5146.51,47860.37
NURE_WA_0678,-117.09158870017389,48.776501838173814,BACKGROUND,6.61,20.76,38.58,16.26,109.57,19.16,1.43,79.8,3871.62,12680.79
NURE_WA_0679,-117.40347862231806,48.196933303700696,BACKGROUND,6.35,15.2,12.2,30.7,516.66,26.04,2.37,84.63,12699.89,28489.48
NURE_WA_0680,-117.54878378715216,48.80853474588004,BACKGROUND,14.9,25.67,16.32,24.73,939.11,15.45,1.48,229.2,1741.44,20731.03
NURE_WA_0681,-119.22629151886518,47.69233448859298,BACKGROUND,11.9,25.23,31.87,27.86,1009.02,14.24,2.68,103.84,2232.37,8591.21
NURE_WA_0682,-119.4873372378298,48.37118255673736,MCC,16.58,108.73,27.68,10.53,1493.14,27.26,2.92,289.28,1176.9,20361.95
NURE_WA_0683,-117.99407034022671,47.509213856797,BATHOLITH,23.74,14.71,141.75,22.17,487.82,13.83,1.68,184.0,2133.63,36348.12
NURE_WA_0684,-117.21187203261724,48.01933732784043,THORITE_ANOMALY,7.214773101832988,395.75,32.07,32.99,966.9,7.02,28.039411854901545,25.6,2519.46,23267.71
NURE_WA_0685,-118.32971132095821,48.086338455794234,BATHOLITH,9.18,357.4,20.67,43.71,297.56,6.06,3.56,139.29,2980.52,77302.52
NURE_WA_0686,-118.2851619315903,48.13387630657481,BATHOLITH,2.53,36.44,20.96,67.06,528.72,13.87,1.06,187.97,2054.54,14802.81
NURE_WA_0687,-119.16006271901915,48.61274753070378,MCC,45.85,178.56,288.43,110.69,6526.49,144.51,5.79,80.52,6161.55,11142.82
NURE_WA_0688,-117.69152120042419,48.121692962032554,BACKGROUND,10.96,35.91,18.24,16.12,1427.26,25.4,1.68,51.77,7490.16,47779.28
NURE_WA_0689,-119.43886875432743,48.21790979619605,MCC,15.54,132.55,400.6,16.03,2077.26,100.82,1.79,165.74,2238.47,20507.77
NURE_WA_0690,-119.02896229078726,47.88007060939893,BACKGROUND,11.0,116.87,83.59,18.72,997.31,12.77,3.54,115.45,4940.51,37956.71
NURE_WA_0691,-118.72369068415075,48.09720286660694,MCC,3.51,42.55,58.17,11.47,1925.49,59.07,2.57,55.26,8294.89,92876.03
NURE_WA_0692,-118.47716886394663,47.86363140362104,BATHOLITH,16.06,100.9,65.31,17.92,504.73,25.5,7.87,47.34,3642.86,15596.16
NURE_WA_0693,-119.27277080275476,47.61711347802951,BACKGROUND,3.47,13.82,38.49,84.59,743.35,17.29,2.69,225.49,2376.38,28207.42
NURE_WA_0694,-119.65548952578239,48.4655177494102,MCC,9.33,41.78,41.37,119.66,1692.86,53.02,2.33,137.54,2475.39,25279.11
NURE_WA_0695,-118.1681398726751,48.56914047768802,BATHOLITH,10.2,85.88,28.86,14.46,2963.76,25.52,2.7,90.42,3004.55,27912.51
NURE_WA_0696,-119.13410834027923,48.49118455361538,MCC,3.75,39.45,42.22,74.59,1428.59,111.07,0.94,67.84,8964.26,32275.65
NURE_WA_0697,-118.25628533573216,48.241590470080915,BATHOLITH,36.94,30.54,24.66,15.78,174.05,12.99,3.49,138.87,5439.16,24370.69
NURE_WA_0698,-119.53691185417739,48.10765724828677,MCC,30.19,56.36,53.62,42.08,2146.64,49.07,1.05,53.26,5319.33,28960.41
NURE_WA_0699,-118.55657969443554,48.88133383931492,MCC,25.56,104.22,45.86,73.52,810.66,71.45,1.38,148.12,8545.58,13983.49
NURE_WA_0700,-118.40223170234525,48.33053085621795,BATHOLITH,18.62,153.16,24.94,10.74,874.16,29.75,1.12,52.78,4372.1,42546.36
NURE_WA_0701,-119.84452938953272,48.26669100420757,MCC,36.63,93.6,14.31,51.17,1960.06,48.72,1.13,37.6,2901.61,49371.21
NURE_WA_0702,-118.99018716541823,47.5410273052903,BACKGROUND,15.21,23.3,8.66,29.94,731.69,19.27,0.7,63.63,3795.71,39321.62
NURE_WA_0703,-119.59675596918308,48.045996524201854,MCC,26.54,128.37,73.81,52.63,1863.78,45.47,2.22,88.67,4036.64,39264.39
NURE_WA_0704,-119.80987508858169,48.10831299005737,MCC,14.83,268.43,53.88,22.02,1603.64,13.82,1.18,123.96,5138.1,15047.45
NURE_WA_0705,-117.03011930283016,48.13811644943504,THORITE_ANOMALY,7.8081941407567115,30.65,49.64,35.65,509.07,11.4,4.192835008977541,226.16,5358.42,20282.3
NURE_WA_0706,-119.03293846507583,48.428275790763735,MCC,18.56,185.63,116.95,25.14,390.39,18.07,5.99,69.06,3656.24,65808.4
NURE_WA_0707,-117.57037666243609,48.353764074763006,BACKGROUND,4.93,89.06,94.1,11.57,1113.34,13.2,1.31,118.17,2030.84,38991.44
NURE_WA_0708,-119.23607803570872,48.47264814846951,MCC,13.65,49.2,5.19,15.41,665.2,12.83,1.84,52.19,5282.98,20947.54
NURE_WA_0709,-117.95549183332821,48.723813218467406,BATHOLITH,6.23,156.15,24.61,84.15,652.66,18.62,2.0,99.08,3334.3,25380.81
NURE_WA_0710,-117.71931642033094,48.80077718194575,BACKGROUND,2.6,18.77,8.88,108.72,690.4,18.27,1.19,145.39,3617.18,33796.77
NURE_WA_0711,-118.21308377817647,48.64899692196239,BATHOLITH,9.8,35.04,14.43,8.77,1005.94,19.25,1.38,166.95,2563.16,10176.46
NURE_WA_0712,-118.58527143434952,49.028837913527894,MCC,28.51,93.62,6.02,24.85,565.53,24.37,1.34,85.53,1755.72,33939.53
NURE_WA_0713,-118.7644772575582,47.52917213228218,BACKGROUND,8.14,24.6,1.65,38.34,676.64,32.68,0.67,71.58,4150.82,41207.66
NURE_WA_0714,-118.95339520037102,47.81324477709367,BACKGROUND,1.67,65.83,14.06,4.23,339.31,20.53,0.78,146.5,4515.3,26071.36
NURE_WA_0715,-117.21141256725652,47.51210059996503,THORITE_ANOMALY,4.633124080267123,12.59,16.24,7.76,427.57,25.51,7.031772444773648,87.11,3267.99,52643.9
NURE_WA_0716,-117.50814177663682,48.53595954264737,BACKGROUND,4.18,58.83,35.29,68.62,414.2,35.06,1.49,214.97,6071.65,18084.97
NURE_WA_0717,-117.10491926800046,48.93684887831998,BACKGROUND,10.44,27.03,44.35,17.77,1273.56,12.83,0.91,92.78,3207.84,14250.17
NURE_WA_0718,-119.62710832954336,47.88957167452208,BACKGROUND,21.45,96.57,19.89,4.38,509.01,16.33,4.1,248.28,2639.27,46799.45
NURE_WA_0719,-117.80739757438907,48.98325527167409,BATHOLITH,15.46,162.36,49.54,3.93,472.01,8.13,1.92,177.18,4570.15,56726.25
NURE_WA_0720,-117.18497862953689,47.5964278244633,BACKGROUND,1.92,5.64,25.61,16.57,299.3,6.01,1.43,92.38,5582.14,33321.54
NURE_WA_0721,-119.45630080150302,48.99509764288882,MCC,45.24,277.72,52.23,21.67,932.07,15.0,2.02,113.2,3957.8,62752.3
NURE_WA_0722,-119.80051119789967,48.06259629958342,MCC,2.38,1791.64,25.96,90.43,455.55,36.06,1.38,21.51,3298.65,29190.51
NURE_WA_0723,-117.77663805212983,47.66227332551875,BACKGROUND,6.93,36.72,23.97,22.81,504.56,14.04,1.31,143.08,3298.31,24529.09
NURE_WA_0724,-118.27658066046027,48.27739481469812,BATHOLITH,13.12,20.26,89.36,18.19,525.32,19.27,1.38,132.53,3148.06,18254.97
NURE_WA_0725,-117.47451366972518,47.910842508352815,BACKGROUND,19.59,84.04,48.79,12.84,212.15,35.27,6.7,242.08,3203.16,15821.12
NURE_WA_0726,-119.58068287012114,47.955796643139074,BACKGROUND,18.56,29.28,40.88,19.34,352.89,6.13,2.44,230.52,2688.69,31175.87
NURE_WA_0727,-117.61419806442034,47.99166394388206,BACKGROUND,1.6,26.26,30.05,36.77,700.27,5.0,1.66,60.18,3251.04,28217.68
NURE_WA_0728,-119.39511803985677,48.78484143653226,MCC,19.85,501.65,194.19,290.69,1384.53,59.48,3.27,131.92,9025.55,37894.23
NURE_WA_0729,-119.5090321714029,48.36265804268041,MCC,11.17,140.22,21.78,25.25,1074.3,47.57,3.21,98.26,8282.01,8900.66
NURE_WA_0730,-119.50720260620702,47.998092318649604,BACKGROUND,9.98,46.5,37.46,20.89,706.12,9.83,2.94,178.6,7592.39,91665.66
